"biom_desc","circn","coordinates","gene","hallm","mm9_circ","prob_coding","refseqid","spliced_length","strand","HA_tr_2","X03_697_tr_2","X1R_tr_2","X3R_tr_2"
"tetratricopeptide_repeat_domain_28_","unknown","chr22:28559079-28559587","TTC28","_MTORC1_SIGNALING","none","nA","NM_001145418","nA","+",0,0,0.731008164224071,0
"tetratricopeptide_repeat_domain_28_","hsa_circ_0003618","chr22:28692185-28693840","TTC28","_MTORC1_SIGNALING","none","0.79219993941431","NM_001145418","nA","-",0.190552905261059,0,1.6244625871646,0
"tetratricopeptide_repeat_domain_28_","hsa_circ_0062709","chr22:29025539-29025818","TTC28","_MTORC1_SIGNALING","none","0.0148343709524576","NM_001145418","nA","+",0,0,0.32489251743292,0
"checkpoint_kinase_2_","hsa_circ_0062712","chr22:29090019-29095925","CHEK2","_E2F_TARGETS","none","0.890201021337103","NM_001005735","nA","-",0,0,0.16244625871646,0.103986654214149
"checkpoint_kinase_2_","hsa_circ_0002931","chr22:29120964-29121355","CHEK2","_E2F_TARGETS","none","0.00524136667642894","NM_001005735","nA","-",0,0,0.24366938807469,0
"neurofibromin_2_","hsa_circ_0006752","chr22:30032739-30035201","NF2","_APICAL_JUNCTION","none","0.703075064726489","NM_181825","nA","-",0,0,0.16244625871646,0
"neurofibromin_2_","hsa_circ_0005386","chr22:30032739-30038274","NF2","_APICAL_JUNCTION","none","0.826026254785625","NM_181825","nA","+",0,0,0.24366938807469,0.0693244361427662
"activating_signal_cointegrator_1_complex_subunit_2_","hsa_circ_0062802","chr22:30218323-30228331","ASCC2","_MTORC1_SIGNALING","none","0.993431678498096","NM_001242906","nA","-",0,0,0,0.138648872285532
"myotubularin_related_protein_3_","hsa_circ_0006303","chr22:30366964-30375041","MTMR3","_MTORC1_SIGNALING","none","0.816181265195837","NM_021090","nA","-",0,0,0,0.0693244361427662
"myotubularin_related_protein_3_","hsa_circ_0002954","chr22:30374430-30387659","MTMR3","_APICAL_JUNCTION","none","0.031298207719906","NM_021090","nA","+",0,0,0.24366938807469,0.103986654214149
"myotubularin_related_protein_3_","hsa_circ_0009055","chr22:30374430-30394846","MTMR3","_APICAL_JUNCTION","none","0.0311373553858221","NM_021090","nA","-",0,0,0.40611564679115,0.103986654214149
"myotubularin_related_protein_3_","hsa_circ_0062813","chr22:30384468-30387659","MTMR3","_MTORC1_SIGNALING","none","0.000669443493240247","NM_021090","nA","-",0,0,0,0.0693244361427662
"LIM_domain_kinase_2_","hsa_circ_0062885","chr22:31654276-31656063","LIMK2","_HEME_METABOLISM","none","0.904813068237894","NM_005569","nA","-",0,0,0.16244625871646,0.0693244361427662
"eukaryotic_translation_initiation_factor_4E_nuclear_import_factor_1_","hsa_circ_0003630","chr22:31843411-31846346","EIF4ENIF1","_MTORC1_SIGNALING","none","0.833748105480286","NM_001164501","nA","+",0,0,0,0.0693244361427662
"SFI1_centrin_binding_protein_","hsa_circ_0005617","chr22:31998197-31998771","SFI1","_MTORC1_SIGNALING","none","0.29224313797279","NM_001007467","nA","-",0.0762211621044236,0,0,0.0693244361427662
"proline_rich_14_like_","unknown","chr22:32134372-32134897","PRR14L","_HEME_METABOLISM","none","nA","NM_173566","nA","+",0,0,0.24366938807469,0
"DEP_domain_containing_5_","hsa_circ_0062938","chr22:32154531-32161046","DEPDC5","_HEME_METABOLISM","none","0.00499276593583092","NM_001007188","nA","-",0.0762211621044236,0,0.16244625871646,0
"DEP_domain_containing_5_","hsa_circ_0062939","chr22:32154531-32164849","DEPDC5","_HEME_METABOLISM","none","0.0049563977200353","NM_001007188","nA","-",0,0,0.32489251743292,0
"F-box_protein_7_","hsa_circ_0008832","chr22:32874967-32875262","FBXO7","_HEME_METABOLISM","none","0.149042805760797","NM_012179","nA","-",0.0762211621044236,0,0.974677552298761,0.207973308428299
"F-box_protein_7_","hsa_circ_0001222","chr22:32874967-32881196","FBXO7","_HEME_METABOLISM","none","0.720174050966865","NM_012179","nA","-",0,0.105188252786305,0.24366938807469,0.0693244361427662
"LARGE_xylosyl-_and_glucuronyltransferase_1_","hsa_circ_0063007","chr22:33960833-34000544","LARGE1","_HEME_METABOLISM","none","0.836078747822633","NM_004737","nA","+",0,0,0.24366938807469,0
"LARGE_xylosyl-_and_glucuronyltransferase_1_","hsa_circ_0063019","chr22:34157357-34252790","LARGE1","_HEDGEHOG_SIGNALING","none","0.0450284156149535","NM_004737","nA","-",0,0,0.40611564679115,0
"eukaryotic_translation_initiation_factor_3_subunit_D_","hsa_circ_0006385","chr22:36914809-36915584","EIF3D","_MYC_TARGETS_V1","none","0.0372775191066075","NM_003753","nA","-",0.0762211621044236,0,1.54323945780637,0.346622180713831
"colony_stimulating_factor_2_receptor_beta_common_subunit_","hsa_circ_0063179","chr22:37328806-37330036","CSF2RB","_IL6_JAK_STAT3_SIGNALING","none","0.920160925033665","NM_000395","nA","+",0,0,0,0.207973308428299
"MFNG_O-fucosylpeptide_3-beta-N-acetylglucosaminyltransferase_","hsa_circ_0001228","chr22:37868480-37870715","MFNG","_MYC_TARGETS_V1","none","0.915199940164899","NM_001166343","nA","+",0,0,0.24366938807469,0.0693244361427662
"nucleolar_protein_12_","hsa_circ_0004543","chr22:38083916-38084999","NOL12","_MYC_TARGETS_V1","none","0.90259615599288","NM_024313","nA","+",0,0,0.48733877614938,0.277297744571065
"transmembrane_protein_184B_","hsa_circ_0005243","chr22:38641940-38644025","TMEM184B","_MYC_TARGETS_V1","none","0.833630518605411","NM_001195071","nA","+",0,0,0.24366938807469,0.277297744571065
"casein_kinase_1_epsilon_","hsa_circ_0063305","chr22:38698865-38699253","CSNK1E","_WNT_BETA_CATENIN_SIGNALING","none","0.873071158447853","NM_152221","nA","+",0,0,0.16244625871646,0
"DEAD-box_helicase_17_","unknown","chr22:38890025-38897285","DDX17","_IL6_JAK_STAT3_SIGNALING","none","nA","NM_001098504","nA","+",0,0,0,0.0693244361427662
"DEAD-box_helicase_17_","hsa_circ_0002211","chr22:38890634-38897285","DDX17","_WNT_BETA_CATENIN_SIGNALING","none","0.98828115296328","NM_001098504","nA","+",0.0762211621044236,0,2.59914013946336,0.277297744571065
"DEAD-box_helicase_17_","hsa_circ_0063328","chr22:38891800-38897285","DDX17","_WNT_BETA_CATENIN_SIGNALING","none","0.601570237266015","NM_001098504","nA","-",0,0,0.812231293582301,0.138648872285532
"DEAD-box_helicase_17_","hsa_circ_0063331","chr22:38894089-38897285","DDX17","_WNT_BETA_CATENIN_SIGNALING","none","0.438955042655732","NM_001098504","nA","+",0,0,0.56856190550761,0.103986654214149
"DEAD-box_helicase_17_","hsa_circ_0001230","chr22:38895404-38897285","DDX17","_WNT_BETA_CATENIN_SIGNALING","none","0.00792537596072496","NM_001098504","nA","+",0,0,0.24366938807469,0.0693244361427662
"DNA_meiotic_recombinase_1_","hsa_circ_0001231","chr22:38917612-38964294","DMC1","_SPERMATOGENESIS","none","0.999318543684073","NM_001278208","nA","-",0,0,0,0.103986654214149
"DNA_meiotic_recombinase_1_","hsa_circ_0004795","chr22:38948670-38964294","DMC1","_SPERMATOGENESIS","none","0.786261955994848","NM_001278208","nA","+",0,0,0,0.103986654214149
"DNA_meiotic_recombinase_1_","hsa_circ_0001990","chr22:38958291-38964294","DMC1","_SPERMATOGENESIS","none","0.576924772104211","NM_001278208","nA","+",0,0,0,0.0693244361427662
"trinucleotide_repeat_containing_6B_","unknown","chr22:40513058-40552186","TNRC6B","_HEME_METABOLISM","none","nA","NM_001024843","nA","-",0,0,0.812231293582301,0.173311090356915
"trinucleotide_repeat_containing_6B_","hsa_circ_0063411","chr22:40669428-40681774","TNRC6B","_HEME_METABOLISM","none","0.961535591775363","NM_001024843","nA","-",0,0,0.24366938807469,0.0693244361427662
"trinucleotide_repeat_containing_6B_","unknown","chr22:40696458-40697337","TNRC6B","_HEME_METABOLISM","none","nA","NM_001024843","nA","-",0,0,0.16244625871646,0
"megakaryoblastic_leukemia_(translocation)_1_","hsa_circ_0063452","chr22:40825609-40831558","MKL1","_HEME_METABOLISM","none","0.829247921038907","NM_020831","nA","-",0.0762211621044236,0,1.29957006973168,0.831893233713194
"megakaryoblastic_leukemia_(translocation)_1_","hsa_circ_0002877","chr22:40948109-40990739","MKL1","_HEME_METABOLISM","none","0.11291327332286","NM_020831","nA","-",0,0,0.893454422940531,0.103986654214149
"X-prolyl_aminopeptidase_3_","hsa_circ_0008360","chr22:41277773-41278181","XPNPEP3","_PEROXISOME","none","0.646367076084703","NM_022098","nA","+",0.0762211621044236,0,0,0.138648872285532
"ring-box_1_","hsa_circ_0004469","chr22:41349558-41363888","RBX1","_NOTCH_SIGNALING","none","0.0264309642024202","NM_014248","nA","-",0,0,0.32489251743292,0
"E1A_binding_protein_p300_","hsa_circ_0008174","chr22:41521867-41523752","EP300","_NOTCH_SIGNALING","none","0.870342831646504","NM_001429","nA","+",0,0,0.16244625871646,0.0693244361427662
"E1A_binding_protein_p300_","unknown","chr22:41521867-41536261","EP300","_NOTCH_SIGNALING","none","nA","NM_001429","nA","-",0.0762211621044236,0,0.16244625871646,0.207973308428299
"E1A_binding_protein_p300_","hsa_circ_0003184","chr22:41531816-41536261","EP300","_NOTCH_SIGNALING","none","0.581681756552262","NM_001429","nA","-",0.0762211621044236,0,0.24366938807469,0.207973308428299
"Ran_GTPase_activating_protein_1_","hsa_circ_0063534","chr22:41664100-41677086","RANGAP1","_NOTCH_SIGNALING","none","0.962544538046634","NM_001278651","nA","-",0,0,0.32489251743292,0.0693244361427662
"Ran_GTPase_activating_protein_1_","hsa_circ_0001235","chr22:41670603-41677086","RANGAP1","_NOTCH_SIGNALING","none","0.927126837330369","NM_001278651","nA","-",0,0,0.40611564679115,0.138648872285532
"zinc_finger_CCCH-type_containing_7B_","hsa_circ_0007382","chr22:41734316-41735195","ZC3H7B","_NOTCH_SIGNALING","none","0.277253006033742","NM_017590","nA","-",0,0,0.40611564679115,0.207973308428299
"zinc_finger_CCCH-type_containing_7B_","hsa_circ_0001236","chr22:41738532-41739580","ZC3H7B","_NOTCH_SIGNALING","none","0.952629329089502","NM_017590","nA","+",0.0762211621044236,0,0.731008164224071,0.589257707213513
"RNA_polymerase_III_subunit_H_","hsa_circ_0063575","chr22:41926690-41936799","POLR3H","_PEROXISOME","none","0.191997508273402","NM_138338","nA","+",0,0,0,0.0693244361427662
"coiled-coil_domain_containing_134_","hsa_circ_0063604","chr22:42204878-42206004","CCDC134","_NOTCH_SIGNALING","none","0.923638508027537","NM_024821","nA","-",0,0,0.40611564679115,0.103986654214149
"coiled-coil_domain_containing_134_","hsa_circ_0001238","chr22:42204878-42206295","CCDC134","_NOTCH_SIGNALING","none","0.974948426200848","NM_024821","nA","+",0,0,1.94935510459752,0.797231015641811
"coiled-coil_domain_containing_134_","hsa_circ_0008806","chr22:42204878-42209826","CCDC134","_NOTCH_SIGNALING","none","0.998342798903348","NM_024821","nA","+",0.152442324208847,0,1.70568571652283,0.346622180713831
"sterol_regulatory_element_binding_transcription_factor_2_","unknown","chr22:42262834-42264796","SREBF2","_CHOLESTEROL_HOMEOSTASIS","none","nA","NM_004599","nA","+",0,0,0,0.103986654214149
"sterol_regulatory_element_binding_transcription_factor_2_","unknown","chr22:42262834-42267039","SREBF2","_CHOLESTEROL_HOMEOSTASIS","none","nA","NM_004599","nA","-",0,0,0.24366938807469,0.0693244361427662
"DNA_polymerase_delta_interacting_protein_3_","unknown","chr22:42983511-42995799","POLDIP3","_CHOLESTEROL_HOMEOSTASIS","none","nA","NM_001278657","nA","+",0,0,0.16244625871646,0
"protein_kinase_C_and_casein_kinase_substrate_in_neurons_2_","hsa_circ_0002610","chr22:43286952-43287188","PACSIN2","_CHOLESTEROL_HOMEOSTASIS","none","0.946238449077806","NM_007229","nA","+",0,0,0.16244625871646,0
"tubulin_tyrosine_ligase_like_1_","hsa_circ_0063681","chr22:43455389-43460330","TTLL1","_CHOLESTEROL_HOMEOSTASIS","none","0.961761920460143","NM_012263","nA","+",0,0,0.16244625871646,0
"family_with_sequence_similarity_118_member_A_","hsa_circ_0001245","chr22:45726483-45728591","FAM118A","_G2M_CHECKPOINT","none","0.950345309250334","NM_001104595","nA","-",0,0,1.05590068165699,0.173311090356915
"ataxin_10_","hsa_circ_0004243","chr22:46085591-46098727","ATXN10","_G2M_CHECKPOINT","none","0.0821726420788482","NM_001167621","nA","-",0,0,0.731008164224071,0.277297744571065
"ataxin_10_","hsa_circ_0003054","chr22:46085591-46114373","ATXN10","_HEME_METABOLISM","none","0.128059090870537","NM_001167621","nA","-",0.0762211621044236,0.157782379179458,1.86813197523929,0.519933271070746
"ataxin_10_","hsa_circ_0002657","chr22:46085591-46125470","ATXN10","_CHOLESTEROL_HOMEOSTASIS","none","0.774821048913155","NM_001167621","nA","-",0,0,0,0.0693244361427662
"ataxin_10_","hsa_circ_0008199","chr22:46085591-46136418","ATXN10","_G2M_CHECKPOINT","none","0.990721548890898","NM_001167621","nA","+",0.152442324208847,0,1.05590068165699,0.207973308428299
"ataxin_10_","hsa_circ_0001246","chr22:46096161-46136418","ATXN10","_G2M_CHECKPOINT","none","0.990859136175888","NM_001167621","nA","+",0.0762211621044236,0,0.64978503486584,0.415946616856597
"ataxin_10_","unknown","chr22:46114292-46136418","ATXN10","_G2M_CHECKPOINT","none","nA","NM_001167621","nA","-",0,0,0.24366938807469,0
"ataxin_10_","hsa_circ_0001247","chr22:46125304-46136418","ATXN10","_HEME_METABOLISM","none","0.949436351876463","NM_001167621","nA","-",0.190552905261059,0.157782379179458,3.49259456240389,1.35182650478394
"G2_and_S-phase_expressed_1_","unknown","chr22:46711928-46722551","GTSE1","_FATTY_ACID_METABOLISM","none","nA","NM_016426","nA","-",0,0,0,0.0693244361427662
"GRAM_domain_containing_4_","hsa_circ_0001250","chr22:47022647-47033857","GRAMD4","_FATTY_ACID_METABOLISM","none","0.830444205829646","NM_015124","nA","-",0.0762211621044236,0,0.812231293582301,0.311959962642448
"ceramide_kinase_","unknown","chr22:47095209-47116912","CERK","_FATTY_ACID_METABOLISM","none","nA","NM_022766","nA","-",0,0,0,0.103986654214149
"TBC1_domain_family_member_22A_","hsa_circ_0003343","chr22:47274548-47290742","TBC1D22A","_FATTY_ACID_METABOLISM","none","0.520171401499531","NM_014346","nA","-",0,0,0.16244625871646,0.103986654214149
"TBC1_domain_family_member_22A_","hsa_circ_0001252","chr22:47370185-47393605","TBC1D22A","_FATTY_ACID_METABOLISM","none","0.585818787455031","NM_014346","nA","-",0,0,0,0.0693244361427662
"TraB_domain_containing_","hsa_circ_0063881","chr22:50631455-50636615","TRABD","_FATTY_ACID_METABOLISM","none","0.999987007291267","NM_025204","nA","-",0,0,0,0.0693244361427662
"protein_phosphatase_6_regulatory_subunit_2_","hsa_circ_0001258","chr22:50810448-50832564","PPP6R2","_FATTY_ACID_METABOLISM","none","0.966027051688783","NM_001242898","nA","-",0,0,0.56856190550761,0.381284398785214
"TBC1_domain_family_member_23_","hsa_circ_0005605","chr3:100013930-100016889","TBC1D23","_KRAS_SIGNALING_UP","none","0.423065512722222","NM_001199198","nA","-",0,0,0.40611564679115,0.0693244361427662
"TRK-fused_gene_","hsa_circ_0008839","chr3:100451351-100455560","TFG","_KRAS_SIGNALING_UP","none","0.394331361662084","NM_001007565","nA","-",0,0,0.24366938807469,0
"Fanconi_anemia_complementation_group_D2_","hsa_circ_0001266","chr3:10077970-10081529","FANCD2","_MTORC1_SIGNALING","none","0.708810032535082","NM_033084","nA","+",0,0,0.56856190550761,0.138648872285532
"zinc_finger_and_BTB_domain_containing_11_","hsa_circ_0003179","chr3:101389973-101391057","ZBTB11","_KRAS_SIGNALING_UP","none","0.698966259564806","NM_014415","nA","+",0,0,0.32489251743292,0
"TatD_DNase_domain_containing_2_","hsa_circ_0064272","chr3:10311814-10312699","TATDN2","_UNFOLDED_PROTEIN_RESPONSE","none","0.997637890281613","NM_014760","nA","-",0,0,0.16244625871646,0
"Cbl_proto-oncogene_B_","unknown","chr3:105412337-105423017","CBLB","_COMPLEMENT","none","nA","NM_170662","nA","+",0,0,0.24366938807469,0
"BBX__HMG-box_containing_","hsa_circ_0001324","chr3:107429298-107435696","BBX","_COMPLEMENT","none","0.918850409625701","NM_001142568","nA","-",0.0762211621044236,0,1.78690884588106,0.346622180713831
"BBX__HMG-box_containing_","hsa_circ_0001325","chr3:107429298-107451870","BBX","_COMPLEMENT","none","0.993248424301795","NM_001142568","nA","-",0,0,0.48733877614938,0.207973308428299
"CD96_molecule_","unknown","chr3:111316966-111325639","CD96","_ALLOGRAFT_REJECTION","none","nA","NM_005816","nA","-",0,0,0,0.138648872285532
"pleckstrin_homology_like_domain_family_B_member_2_","hsa_circ_0001326","chr3:111632165-111639266","PHLDB2","_ALLOGRAFT_REJECTION","none","0.945929181401559","NM_001134437","nA","-",0,0,0,0.173311090356915
"SID1_transmembrane_family_member_1_","hsa_circ_0066818","chr3:113285266-113295814","SIDT1","_KRAS_SIGNALING_DN","none","0.201786942032903","NM_017699","nA","-",0,0,0.16244625871646,0
"ATPase_H+_transporting_V1_subunit_A_","hsa_circ_0006876","chr3:113497587-113507722","ATP6V1A","_KRAS_SIGNALING_DN","none","0.998063614498679","NM_001690","nA","-",0,0,0.24366938807469,0
"autophagy_related_7_","hsa_circ_0008927","chr3:11399891-11421526","ATG7","_UNFOLDED_PROTEIN_RESPONSE","none","0.992565173102827","NM_001136031","nA","-",0,0,0.48733877614938,0.0693244361427662
"zinc_finger_and_BTB_domain_containing_20_","hsa_circ_0005332","chr3:114069120-114070725","ZBTB20","_FATTY_ACID_METABOLISM","none","0.999999969461914","NM_001164342","nA","-",0.190552905261059,0.105188252786305,1.86813197523929,0.242635526499682
"TAM41_mitochondrial_translocator_assembly_and_maintenance_homolog_","hsa_circ_0007287","chr3:11849306-11851156","TAMM41","_UNFOLDED_PROTEIN_RESPONSE","none","0.0254169582888583","NM_138807","nA","-",0,0,0.24366938807469,0.103986654214149
"immunoglobulin_superfamily_member_11_","unknown","chr3:118644947-118649122","IGSF11","_KRAS_SIGNALING_DN","none","nA","NM_001015887","nA","+",0,0,0.24366938807469,0.0693244361427662
"TAM41_mitochondrial_translocator_assembly_and_maintenance_homolog_","hsa_circ_0064330","chr3:11874476-11880788","TAMM41","_UNFOLDED_PROTEIN_RESPONSE","none","0.00422527088031139","NM_138807","nA","+",0,0,0.16244625871646,0
"translocase_of_inner_mitochondrial_membrane_domain_containing_1_","hsa_circ_0001329","chr3:119219541-119222868","TIMMDC1","_KRAS_SIGNALING_DN","none","0.0708407118846824","NM_016589","nA","+",0,0,1.86813197523929,0.45060883492798
"translocase_of_inner_mitochondrial_membrane_domain_containing_1_","hsa_circ_0006884","chr3:119219541-119232566","TIMMDC1","_KRAS_SIGNALING_DN","none","0.070556120809409","NM_016589","nA","+",0.0762211621044236,0,0.64978503486584,0.103986654214149
"translocase_of_inner_mitochondrial_membrane_domain_containing_1_","hsa_circ_0066874","chr3:119219541-119236162","TIMMDC1","_KRAS_SIGNALING_DN","none","0.0701580372551587","NM_016589","nA","+",0,0,0.893454422940531,0.103986654214149
"translocase_of_inner_mitochondrial_membrane_domain_containing_1_","hsa_circ_0066875","chr3:119222378-119232566","TIMMDC1","_KRAS_SIGNALING_DN","none","0.00145921706480691","NM_016589","nA","-",0,0,0.16244625871646,0.0693244361427662
"translocase_of_inner_mitochondrial_membrane_domain_containing_1_","hsa_circ_0001330","chr3:119222378-119236162","TIMMDC1","_KRAS_SIGNALING_DN","none","0.330265155191715","NM_016589","nA","+",0,0,0.40611564679115,0.103986654214149
"glycogen_synthase_kinase_3_beta_","hsa_circ_0007986","chr3:119582265-119595355","GSK3B","_PI3K_AKT_MTOR_SIGNALING","none","0.271809544817688","NM_001146156","nA","+",0,0,0.32489251743292,0
"glycogen_synthase_kinase_3_beta_","hsa_circ_0008797","chr3:119582265-119624699","GSK3B","_PI3K_AKT_MTOR_SIGNALING","none","0.270747284664588","NM_001146156","nA","-",0.190552905261059,0,1.6244625871646,0.207973308428299
"general_transcription_factor_IIE_subunit_1_","hsa_circ_0006498","chr3:120469369-120469847","GTF2E1","_PI3K_AKT_MTOR_SIGNALING","none","0.934021916278488","NM_005513","nA","-",0,0,0.24366938807469,0
"hematopoietic_cell-specific_Lyn_substrate_1_","unknown","chr3:121354581-121356103","HCLS1","_DNA_REPAIR","none","nA","NM_005335","nA","-",0,0,0.64978503486584,0.0693244361427662
"hematopoietic_cell-specific_Lyn_substrate_1_","hsa_circ_0066959","chr3:121366165-121376199","HCLS1","_DNA_REPAIR","none","0.0197828905790098","NM_005335","nA","+",0,0,0.24366938807469,0
"ELL_associated_factor_2_","hsa_circ_0066971","chr3:121563299-121591635","EAF2","_DNA_REPAIR","none","0.597162134774574","NM_018456","nA","-",0,0,0.32489251743292,0
"karyopherin_subunit_alpha_1_","hsa_circ_0066989","chr3:122160884-122186276","KPNA1","_DNA_REPAIR","none","0.443215947207966","NM_002264","nA","+",0,0,0.16244625871646,0
"karyopherin_subunit_alpha_1_","unknown","chr3:122180070-122186276","KPNA1","_DNA_REPAIR","none","nA","NM_002264","nA","-",0,0,0.24366938807469,0
"deltex_E3_ubiquitin_ligase_3L_","hsa_circ_0066997","chr3:122284705-122284917","DTX3L","_DNA_REPAIR","none","0.0237371601828798","NM_138287","nA","-",0,0,0.16244625871646,0
"HSPB1_associated_protein_1_","unknown","chr3:122471437-122496753","HSPBAP1","_INTERFERON_ALPHA_RESPONSE","none","nA","NM_024610","nA","+",0,0,0,0.0693244361427662
"protein_disulfide_isomerase_family_A_member_5_","hsa_circ_0067013","chr3:122808014-122811289","PDIA5","_UNFOLDED_PROTEIN_RESPONSE","none","0.00845682392413388","NM_006810","nA","-",0,0,0.48733877614938,0
"MYLK_antisense_RNA_1_","unknown","chr3:123345664-123348473","MYLK-AS1","_INTERFERON_ALPHA_RESPONSE","none","nA","NR_038266","nA","+",0,0,0,0.138648872285532
"myosin_light_chain_kinase_","unknown","chr3:123356917-123359351","MYLK","_ADIPOGENESIS","none","nA","NM_053025","nA","+",0,0,0.16244625871646,0
"myosin_light_chain_kinase_","hsa_circ_0067047","chr3:123366070-123368041","MYLK","_ADIPOGENESIS","none","0.777779155343067","NM_053025","nA","+",0,0,0.24366938807469,0
"myosin_light_chain_kinase_","hsa_circ_0002768","chr3:123471177-123512691","MYLK","_ADIPOGENESIS","none","0.882270252328793","NM_053025","nA","+",0.0762211621044236,0,0.48733877614938,0.0693244361427662
"coiled-coil_domain_containing_14_","unknown","chr3:123649948-123667979","CCDC14","_INTERFERON_ALPHA_RESPONSE","none","nA","NM_022757","nA","+",0,0,0,0.0693244361427662
"zinc_finger_protein_148_","hsa_circ_0006095","chr3:124996569-124998091","ZNF148","_DNA_REPAIR","none","0.0245786112051857","NM_021964","nA","+",0,0,0.24366938807469,0.0693244361427662
"zinc_finger_protein_148_","hsa_circ_0067103","chr3:125032151-125032500","ZNF148","_DNA_REPAIR","none","0.782433629373603","NM_021964","nA","+",0,0,0.48733877614938,0
"zinc_finger_protein_148_","hsa_circ_0001333","chr3:125032151-125050082","ZNF148","_DNA_REPAIR","none","0.780401346569894","NM_021964","nA","+",0.114331743156635,0,7.22885851288248,0.623919925284896
"oxysterol_binding_protein_like_11_","unknown","chr3:125279222-125286439","OSBPL11","_DNA_REPAIR","none","nA","NM_022776","nA","+",0,0,0.32489251743292,0
"tRNA_splicing_endonuclease_subunit_2_","hsa_circ_0005028","chr3:12558109-12560696","TSEN2","_UNFOLDED_PROTEIN_RESPONSE","none","0.1759472953264","NM_001145393","nA","-",0,0,0.32489251743292,0.138648872285532
"Raf-1_proto-oncogene__serine/threonine_kinase_","hsa_circ_0064362","chr3:12641189-12645788","RAF1","_PI3K_AKT_MTOR_SIGNALING","none","0.287749120182461","NM_002880","nA","+",0,0,0,0.103986654214149
"coiled-coil-helix-coiled-coil-helix_domain_containing_6_","hsa_circ_0003181","chr3:126445920-126452065","CHCHD6","_DNA_REPAIR","none","0.732235929404213","NM_032343","nA","-",0,0,0.24366938807469,0
"Raf-1_proto-oncogene__serine/threonine_kinase_","hsa_circ_0064365","chr3:12645634-12647798","RAF1","_PI3K_AKT_MTOR_SIGNALING","none","0.147014933263217","NM_002880","nA","+",0,0,0.16244625871646,0
"Sec61_translocon_alpha_1_subunit_","hsa_circ_0007841","chr3:127778944-127779504","SEC61A1","_DNA_REPAIR","none","0.516726407645692","NM_013336","nA","+",0,0.105188252786305,0.48733877614938,0.207973308428299
"eukaryotic_elongation_factor__selenocysteine-tRNA_specific_","hsa_circ_0008759","chr3:127980970-127983624","EEFSEC","_DNA_REPAIR","none","0.338292434243033","NM_021937","nA","-",0,0.157782379179458,0.731008164224071,0.277297744571065
"RAB7A__member_RAS_oncogene_family_","hsa_circ_0067233","chr3:128514202-128516912","RAB7A","_INTERFERON_ALPHA_RESPONSE","none","0.650053463423027","NM_004637","nA","-",0,0,0,0.103986654214149
"RAB7A__member_RAS_oncogene_family_","hsa_circ_0008923","chr3:128525214-128526514","RAB7A","_DNA_REPAIR","none","0.0752349899238544","NM_004637","nA","-",0,0,0.64978503486584,0.0693244361427662
"coatomer_protein_complex_subunit_gamma_1_","hsa_circ_0004271","chr3:128984391-128985942","COPG1","_DNA_REPAIR","none","0.000300073602373454","NM_016128","nA","+",0,0,0.24366938807469,0.0693244361427662
"intraflagellar_transport_122_","unknown","chr3:129177441-129183624","IFT122","_INTERFERON_ALPHA_RESPONSE","none","nA","NM_001280541","nA","-",0,0,0,0.0693244361427662
"transmembrane_and_coiled-coil_domain_family_1_","hsa_circ_0001340","chr3:129599151-129599402","TMCC1","_DNA_REPAIR","none","0.00559072512567024","NM_001017395","nA","+",0,0,0.24366938807469,0.242635526499682
"transmembrane_and_coiled-coil_domain_family_1_","unknown","chr3:129599151-129599405","TMCC1","_DNA_REPAIR","none","nA","NM_001017395","nA","-",0,0,0.24366938807469,0.242635526499682
"IQ_motif_and_Sec7_domain_1_","hsa_circ_0064388","chr3:12976947-12983365","IQSEC1","_PI3K_AKT_MTOR_SIGNALING","none","0.999999269020045","NM_014869","nA","+",0,0,0.16244625871646,0.242635526499682
"ATPase_secretory_pathway_Ca2+_transporting_1_","hsa_circ_0005797","chr3:130649259-130660543","ATP2C1","_INFLAMMATORY_RESPONSE","none","0.761946505533879","NM_001199181","nA","-",0,0,0,0.103986654214149
"DNA_topoisomerase_II_binding_protein_1_","hsa_circ_0008069","chr3:133341934-133343019","TOPBP1","_SPERMATOGENESIS","none","0.386754864928572","NM_007027","nA","+",0,0,0.893454422940531,0.103986654214149
"receptor-like_tyrosine_kinase_","hsa_circ_0003633","chr3:133894452-133914026","RYK","_SPERMATOGENESIS","none","0.871816359850559","NM_001005861","nA","-",0,0,1.13712381101522,0
"receptor-like_tyrosine_kinase_","hsa_circ_0005768","chr3:133907680-133914026","RYK","_SPERMATOGENESIS","none","0.0184755254365062","NM_001005861","nA","-",0.0762211621044236,0,2.27424762203044,0
"nucleoporin_210_","unknown","chr3:13393378-13395607","NUP210","_PI3K_AKT_MTOR_SIGNALING","none","nA","NM_024923","nA","+",0,0,0,0.173311090356915
"stromal_antigen_1_","unknown","chr3:136141251-136141886","STAG1","_G2M_CHECKPOINT","none","nA","NM_005862","nA","+",0,0,0.24366938807469,0.103986654214149
"stromal_antigen_1_","unknown","chr3:136162128-136183830","STAG1","_G2M_CHECKPOINT","none","nA","NM_005862","nA","+",0,0,0.16244625871646,0
"stromal_antigen_1_","unknown","chr3:136162128-136221621","STAG1","_G2M_CHECKPOINT","none","nA","NM_005862","nA","+",0,0,0.16244625871646,0
